fighter_id,name,nickname,height,reach,weight,stance,dob,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,fighter_link
1872,Jesse Juarez,,73.0,,170.0,Orthodox,1981-05-08,1.71,0.48,2.87,0.52,2.69,0.33,0.5,0.0,http://ufcstats.com/fighter-details/cd039ff136d89ded
1873,Ernie Juarez,The Young Titan,68.0,70.0,145.0,,1998-01-12,4.21,0.51,6.23,0.55,0.0,0.0,0.25,0.0,http://ufcstats.com/fighter-details/410898e8dd6ca9b6
1874,Anshul Jubli,King of Lions,72.0,69.0,155.0,Switch,1995-01-13,6.42,0.46,5.72,0.5,0.81,0.18,0.63,0.4,http://ufcstats.com/fighter-details/a72a2a769fa5a2be
1875,Carli Judice,Crispy,67.0,68.0,125.0,Southpaw,1999-03-02,11.18,0.53,10.01,0.53,0.95,0.25,0.7000000000000001,0.0,http://ufcstats.com/fighter-details/f1ab6f37492c630a
1876,Steve Judson,,71.0,,230.0,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/6ece1d2ab1bed31d
1877,Luke Jumeau,The Jedi,71.0,72.0,170.0,Orthodox,1988-02-12,2.93,0.43,3.17,0.58,0.25,1.0,0.86,0.0,http://ufcstats.com/fighter-details/4c288a2b250bb576
1878,Bu-Kyung Jung,,67.0,,154.0,Orthodox,1978-05-26,0.63,0.36,1.85,0.56,1.1,0.75,0.0,1.5,http://ufcstats.com/fighter-details/b35d1650c78c2948
1879,Chan Sung Jung,The Korean Zombie,67.0,72.0,145.0,Orthodox,1987-03-17,3.93,0.41,4.52,0.52,0.7,0.44,0.72,0.6,http://ufcstats.com/fighter-details/c451d67c09c55418
1880,Young Sam Jung,,68.0,,139.0,Orthodox,1985-10-27,0.53,0.09,2.79,0.63,0.0,0.0,0.0,2.0,http://ufcstats.com/fighter-details/13104eaed3ae96c3
1881,Da Woon Jung,Sseda,76.0,78.0,205.0,Orthodox,1993-12-07,3.24,0.4,4.23,0.49,1.59,0.47,0.75,0.2,http://ufcstats.com/fighter-details/74f9448b97bf8bec
1882,Scott Junk,,73.0,,265.0,Orthodox,1978-12-17,5.13,0.6,1.81,0.45,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/ac70a4f1db1b8c40
1883,Myles Jury,Fury,70.0,73.0,145.0,Orthodox,1988-10-31,2.94,0.42,2.16,0.66,2.16,0.55,0.5,0.3,http://ufcstats.com/fighter-details/08e908ed6d18d6a0
1884,Cristiane Justino,Cyborg,68.0,68.0,145.0,Orthodox,1985-07-09,7.28,0.52,2.25,0.64,0.66,0.55,0.94,0.4,http://ufcstats.com/fighter-details/634bb0de2eb043b4
1885,Patrick Kaase,Kamikaze,69.0,,185.0,,,4.4,0.67,0.53,0.5,0.0,0.0,0.5,0.0,http://ufcstats.com/fighter-details/b180f05acb24d430
1886,Emily Kagan,,63.0,,115.0,,1981-07-14,2.6,0.36,5.29,0.38,1.86,0.14,0.5,0.0,http://ufcstats.com/fighter-details/c1ea9d56cd953586
1887,Oron Kahlon,,68.0,70.0,135.0,Orthodox,1984-11-04,0.85,0.37,4.93,0.36,0.0,0.0,0.4,0.0,http://ufcstats.com/fighter-details/00a35c92b03992b0
1888,Kaiwen,The Underdog,69.0,72.0,145.0,Switch,1995-10-16,4.32,0.49,3.74,0.54,0.78,0.33,0.92,0.0,http://ufcstats.com/fighter-details/0565706b1e7f7e7c
1889,Sirwan Kakai,Zohan,65.0,,135.0,Orthodox,1989-10-03,3.57,0.41,4.63,0.62,4.0,0.42,0.8300000000000001,0.0,http://ufcstats.com/fighter-details/2525a853486ee670
1890,Saidyokub Kakhramonov,,68.0,69.0,135.0,Orthodox,1995-11-14,2.05,0.51,0.88,0.58,6.63,0.48,0.8300000000000001,1.9,http://ufcstats.com/fighter-details/50a28b9f8314e008
1891,Geza Kalman,,73.0,,200.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/304fcd812f12c589
1892,Bryson Kamaka,,71.0,,170.0,Orthodox,,9.47,0.6,12.63,0.0,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/9336e86cfd4ceaa1
1893,Kai Kamaka,The Fighting Hawaiian,67.0,69.0,145.0,Orthodox,1995-01-05,4.96,0.5700000000000001,5.29,0.55,1.93,0.58,0.52,0.3,http://ufcstats.com/fighter-details/eee0ef3e2b14816b
1894,Shuya Kamikubo,Stealth,65.0,68.0,135.0,Switch,1993-04-12,3.83,0.54,4.9,0.47,1.5,0.15,0.0,0.5,http://ufcstats.com/fighter-details/a46fa1c7972548d0
1895,Daichi Kamiya,,,,155.0,,1999-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a497e228cce8a64f
1896,Martin Kampmann,The Hitman,72.0,72.0,170.0,Orthodox,1982-04-17,3.22,0.42,3.28,0.62,1.86,0.41,0.78,2.0,http://ufcstats.com/fighter-details/8b69839f3555a67b
1897,Koya Kanda,Bushido,69.0,75.0,145.0,Southpaw,1995-12-20,3.63,0.41,2.9,0.53,2.0,0.18,1.0,0.0,http://ufcstats.com/fighter-details/b42d3a1469dab722
1898,Bharat Kandare,Daring,67.0,72.0,135.0,Orthodox,1987-06-20,0.7,0.1,1.88,0.72,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/efd2b3e9bb7965a4
1899,Hiromitsu Kanehara,,70.0,,200.0,Orthodox,1970-10-05,0.76,0.22,4.39,0.4,0.0,0.0,0.4,0.4,http://ufcstats.com/fighter-details/eda579d906cf0ca2
1900,Masanori Kanehara,,67.0,67.0,135.0,Orthodox,1982-11-19,1.88,0.49,1.63,0.62,1.44,0.5,0.63,0.9,http://ufcstats.com/fighter-details/f3a078277b3b8ff4
1901,Ken Kaneko,,72.0,,161.0,Orthodox,,0.0,0.0,0.94,0.42,0.0,0.0,0.0,3.5,http://ufcstats.com/fighter-details/5345f86680378fc1
1902,Denis Kang,,71.0,77.0,185.0,Orthodox,1977-09-17,2.27,0.35,1.65,0.67,2.51,0.65,0.38,1.2,http://ufcstats.com/fighter-details/3c241737a6069b9f
1903,Kyung Ho Kang,Mr. Perfect,69.0,73.0,135.0,Orthodox,1987-09-09,3.13,0.47,3.32,0.54,1.97,0.5,0.68,0.8,http://ufcstats.com/fighter-details/a7897d200692ab64
1904,Manel Kape,StarBoy,65.0,68.0,125.0,Southpaw,1993-11-14,5.04,0.55,4.05,0.5700000000000001,0.42,0.3,0.81,0.3,http://ufcstats.com/fighter-details/5d1b7e3dd9e11074
1905,David Kaplan,Diamond,67.0,,155.0,Orthodox,1979-11-16,2.88,0.46,4.32,0.67,4.88,0.43,0.0,0.7,http://ufcstats.com/fighter-details/5669b828e7e11329
1906,Kai Kara-France,Don't Blink,64.0,69.0,125.0,Orthodox,1993-03-26,4.56,0.39,3.22,0.65,0.61,0.33,0.88,0.0,http://ufcstats.com/fighter-details/853eb0dd5c0e2149
1907,Georgi Karakhanyan,Insane,68.0,,145.0,,1985-05-29,4.49,0.39,5.0,0.54,1.41,0.5,0.33,1.9,http://ufcstats.com/fighter-details/43292ecf0e72c143
1908,Alex Karalexis,The Assassin,68.0,66.0,155.0,Orthodox,1977-09-20,2.57,0.42,2.39,0.54,2.7,0.45,0.86,0.9,http://ufcstats.com/fighter-details/e361e5c858af6ff1
1909,Ernesta Kareckaite,Heavy-Handed,69.0,71.0,125.0,Orthodox,1998-07-05,7.38,0.42,6.09,0.48,0.67,0.66,0.8200000000000001,0.0,http://ufcstats.com/fighter-details/e4faa79383c9f214
1910,Impa Kasanganay,Tshilobo,71.0,75.0,170.0,Orthodox,1994-01-17,4.96,0.48,3.66,0.58,1.75,0.58,0.66,0.2,http://ufcstats.com/fighter-details/257b0c8d6f199895
1911,Jinnosuke Kashimura,,67.0,71.0,155.0,Southpaw,2001-08-12,0.21,0.5,7.37,0.25,3.16,1.0,0.0,6.3,http://ufcstats.com/fighter-details/4a9120fa47bafef0
1912,Nadia Kassem,,65.0,66.0,125.0,Southpaw,1995-11-15,3.13,0.41,4.48,0.48,0.46,0.33,0.4,2.8,http://ufcstats.com/fighter-details/6e7506127408aa9e
1913,Yusuke Kasuya,,67.0,,155.0,Southpaw,1989-11-16,2.17,0.44,4.34,0.48,1.36,0.33,0.0,0.0,http://ufcstats.com/fighter-details/3058888c33149a53
1914,Tetsuji Kato,,,,155.0,Orthodox,,1.2,0.29,2.1,0.7000000000000001,2.0,0.5700000000000001,0.8,0.5,http://ufcstats.com/fighter-details/542db012217ecb83
1915,Hisaki Kato,,72.0,,185.0,,1982-09-17,2.8,0.48,1.72,0.68,1.62,1.0,0.0,0.0,http://ufcstats.com/fighter-details/ebf1c247b2cba375
1916,Brad Katona,Superman,66.0,64.0,135.0,Orthodox,1991-12-19,4.84,0.52,4.73,0.5,1.88,0.34,0.61,0.0,http://ufcstats.com/fighter-details/7b433309b0fd12aa
1917,Calvin Kattar,,71.0,72.0,145.0,Orthodox,1988-03-26,4.6,0.38,6.62,0.53,0.36,0.29,0.77,0.1,http://ufcstats.com/fighter-details/751de04455cfaac0
1918,Sarah Kaufman,,65.0,66.0,135.0,Orthodox,1985-09-20,6.65,0.46,4.0,0.62,0.38,0.5700000000000001,0.81,0.0,http://ufcstats.com/fighter-details/36df8e119aec6175
1919,Lone'er Kavanagh,,64.0,67.0,125.0,Orthodox,1999-06-09,3.73,0.5,3.42,0.61,1.85,0.5,1.0,0.0,http://ufcstats.com/fighter-details/bb2c3c3a466224af
1920,Yusuke Kawaguchi,,72.0,,255.0,,1980-08-14,2.87,0.47,3.93,0.5,0.0,0.0,0.72,0.0,http://ufcstats.com/fighter-details/fa2320781bfe4f49
1921,Canaan Kawaihae,,72.0,71.0,145.0,Southpaw,1997-08-26,2.83,0.51,4.59,0.36,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/58d42b9e920b25fc
1922,Tatsuya Kawajiri,Crusher,67.0,69.0,145.0,Orthodox,1978-05-08,2.04,0.44,2.01,0.5,3.63,0.48,0.63,1.1,http://ufcstats.com/fighter-details/80d918336163b80c
1923,Ryo Kawamura,,71.0,,205.0,Orthodox,1981-06-29,0.6,0.16,3.93,0.39,0.0,0.0,0.06,0.0,http://ufcstats.com/fighter-details/9e91d7fd2720e241
1924,Masuto Kawana,Mast,66.0,69.0,145.0,Orthodox,1995-01-30,2.54,0.41,3.79,0.41,11.67,0.55,1.0,0.0,http://ufcstats.com/fighter-details/49f4171f14f54220
1925,Doug Kay,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/547c5611bd366988
1926,Toshiomi Kazama,,67.0,69.0,135.0,Orthodox,1997-05-15,1.72,0.53,3.89,0.42,1.68,0.12,0.66,0.6,http://ufcstats.com/fighter-details/148bb103cfbf123e
1927,Julie Kedzie,,65.0,,135.0,Orthodox,1981-03-18,2.9,0.36,3.18,0.46,1.14,0.23,0.78,0.0,http://ufcstats.com/fighter-details/981ab7a0576f76a0
1928,Ryan Keenan,,70.0,,170.0,,1985-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a72b20136239ba39
1929,CJ Keith,,72.0,,155.0,Orthodox,1986-08-09,0.86,0.5,1.82,0.5,0.0,0.0,0.62,0.0,http://ufcstats.com/fighter-details/c0eecd851dbf3146
1930,Chris Kelades,The Greek Assassin,67.0,68.0,125.0,Orthodox,1981-02-21,2.4,0.43,2.64,0.48,1.04,0.18,0.53,0.3,http://ufcstats.com/fighter-details/56c9acc4e86046a2
1931,Brian Kelleher,Boom,66.0,66.0,135.0,Switch,1986-08-19,3.31,0.41,4.59,0.54,1.68,0.41,0.6,0.7,http://ufcstats.com/fighter-details/7be14eaed4c74856
1932,Mayana Kellem,,65.0,,135.0,Orthodox,1981-07-07,1.94,0.22,2.9,0.62,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/c788481ae19e798d
1933,Tony Kelley,Primetime,69.0,70.0,135.0,Switch,1987-01-21,5.55,0.47,4.85,0.45,0.0,0.0,0.52,1.4,http://ufcstats.com/fighter-details/1a08b01fdabb6ae2
1934,Paul Kelly,,69.0,70.0,155.0,Orthodox,1984-09-12,3.22,0.37,2.61,0.59,1.34,0.6,0.3,1.5,http://ufcstats.com/fighter-details/aac5ac38148f0528
1935,John Kelly,,69.0,,170.0,,1978-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/ace83095105dd205
1936,Daniel Kelly,,72.0,70.0,185.0,Southpaw,1977-10-31,3.62,0.38,4.64,0.61,1.86,0.34,0.78,0.3,http://ufcstats.com/fighter-details/bdcbb976816fd256
1937,Tim Kennedy,,71.0,74.0,185.0,Orthodox,1979-09-01,2.78,0.47,1.84,0.62,2.58,0.35,0.7000000000000001,0.7,http://ufcstats.com/fighter-details/3c660c90d48fc80d
1938,Steve Kennedy,The Steamrolla,71.0,,170.0,Orthodox,1983-03-07,2.28,0.35,5.52,0.45,2.51,0.33,0.0,0.0,http://ufcstats.com/fighter-details/185fb0200a4605e6
1939,Jeremy Kennedy,JBC,71.0,71.0,145.0,Orthodox,1992-09-16,2.22,0.46,2.58,0.47,5.73,0.52,0.66,0.0,http://ufcstats.com/fighter-details/68f6e96c5fa6e044
1940,Waylon Kennell,,72.0,,185.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/9b8a73b59be8d786
1941,Casey Kenney,,67.0,68.0,135.0,Southpaw,1991-03-20,4.85,0.42,4.67,0.58,1.09,0.35,0.61,0.4,http://ufcstats.com/fighter-details/e7bba7ce4d6c7b07
1942,Maimaitituoheti Keremuaili,Kyrgyz Mountain Eagle,66.0,66.0,135.0,Orthodox,1991-03-18,1.47,0.52,1.67,0.37,1.0,0.33,0.84,0.0,http://ufcstats.com/fighter-details/772022b989534f0d
1943,Aurelijus Kerpe,,,,,Orthodox,,1.26,0.16,8.21,0.31,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/c1e4ae143cce7398
1944,Mark Kerr,The Smashing Machine,75.0,,266.0,Switch,1968-12-21,0.28,0.41,0.89,0.28,2.92,0.77,0.0,0.4,http://ufcstats.com/fighter-details/a7b48e18ca27795d
1945,Will Kerr,,70.0,69.0,155.0,Orthodox,1982-10-21,1.91,0.42,6.22,0.33,0.0,0.0,0.0,14.3,http://ufcstats.com/fighter-details/ef61d9f5176b3200
1946,Ron Keslar,,,,185.0,,,0.0,0.0,2.05,0.6,0.0,0.0,1.0,7.7,http://ufcstats.com/fighter-details/b84f34b425dfd24b
1947,Rustam Khabilov,Tiger,68.0,73.0,155.0,Orthodox,1986-11-04,1.98,0.34,2.16,0.65,3.95,0.41,0.61,0.1,http://ufcstats.com/fighter-details/9b7694d064a8a0ad
1948,Adam Khaliev,,72.0,,170.0,Orthodox,1984-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/1aba18b5f15d4956
1949,Sergey Khandozhko,Honda,73.0,74.0,170.0,Orthodox,1992-05-19,3.41,0.41,2.37,0.6,0.76,0.28,0.61,0.0,http://ufcstats.com/fighter-details/90da09db03e41748
1950,Sergei Kharitonov,,72.0,,245.0,Orthodox,1980-08-18,3.9,0.44,3.03,0.54,1.16,0.53,0.7000000000000001,1.0,http://ufcstats.com/fighter-details/0693b2eab79198ea
1951,Alfred Khashakyan,The Fearless,68.0,70.0,135.0,Orthodox,1988-07-17,6.14,0.42,6.38,0.4,3.54,0.25,0.0,0.0,http://ufcstats.com/fighter-details/3929efe0c0a83d07
1952,Aziz Khaydarov,,,,155.0,,1995-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a072b512b6f4fc42
1953,Aliaskhab Khizriev,Black Wolf,69.0,74.0,185.0,Southpaw,1990-08-24,6.01,0.64,4.38,0.61,5.64,0.6,1.0,3.8,http://ufcstats.com/fighter-details/7ab478c397cd68ef
1954,WonBin Ki,The Danger,71.0,73.0,155.0,Orthodox,1991-02-11,6.73,0.5,4.21,0.55,0.73,0.2,0.5,0.0,http://ufcstats.com/fighter-details/aaeb55084b198a39
1955,Pannie Kianzad,Banzai,67.0,66.0,135.0,Orthodox,1991-12-08,4.88,0.49,4.09,0.51,0.41,0.33,0.65,0.1,http://ufcstats.com/fighter-details/91dac5e69e28d5b5
1956,Akira Kikuchi,,68.0,,155.0,Orthodox,1978-07-23,3.67,0.56,0.4,0.14,2.0,0.4,1.0,0.0,http://ufcstats.com/fighter-details/9c37681096c6f3a9
1957,Katsunori Kikuno,,68.0,66.0,145.0,Orthodox,1981-10-31,2.64,0.4,2.47,0.61,1.88,0.75,0.76,0.8,http://ufcstats.com/fighter-details/44470bfd9483c7ad
1958,Sanae Kikuta,,69.0,,200.0,Orthodox,1971-09-10,0.7,0.45,0.9,0.52,1.6,0.63,0.25,1.8,http://ufcstats.com/fighter-details/e4bde462b043d3e1
1959,Jacob Kilburn,The Killer,69.0,72.0,145.0,Orthodox,1995-06-28,2.56,0.33,6.78,0.35,0.51,0.05,0.2,0.5,http://ufcstats.com/fighter-details/637bd06c32219f0b
1960,Dong Hyun Kim,Stun Gun,74.0,76.0,170.0,Southpaw,1981-11-17,2.12,0.49,1.89,0.58,2.93,0.43,0.71,0.6,http://ufcstats.com/fighter-details/9bcf8603ceb25680
1961,Jin Oh Kim,,69.0,,205.0,Orthodox,,5.06,0.25,8.43,0.5,0.0,0.0,0.66,0.0,http://ufcstats.com/fighter-details/8d04923f2db59b7f
1962,Dae Won Kim,,71.0,,180.0,Orthodox,,1.75,0.32,2.51,0.36,3.43,0.42,0.0,0.0,http://ufcstats.com/fighter-details/354808cf38d9d73c
1963,Jong Wang Kim,,73.0,,240.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/380e8b023290d091
1964,Jong Won Kim,,67.0,,139.0,Orthodox,,0.84,0.15,3.28,0.63,2.81,1.0,0.0,0.0,http://ufcstats.com/fighter-details/9e0f28d1f639ad73
1965,Min Soo Kim,,73.0,,255.0,Southpaw,1975-01-22,0.87,1.0,3.48,0.2,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/831b937811804dad
1966,Jong Man Kim,Special Force,67.0,,139.0,Orthodox,1978-03-03,1.33,0.21,3.0,0.6,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/dba230fe33011201
1967,Ji Yeon Kim,Firefist,67.0,72.0,125.0,Orthodox,1989-10-18,5.37,0.36,5.41,0.56,0.0,0.0,0.5,0.1,http://ufcstats.com/fighter-details/a20f234df70f2182
1968,MinWoo Kim,Korean MOAI,68.0,72.0,135.0,Orthodox,1993-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/6343a95f1d9e6a33
1969,HanSeul Kim,Spade,73.0,73.0,170.0,Southpaw,1990-06-19,5.79,0.42,5.68,0.52,0.0,0.0,0.5,1.7,http://ufcstats.com/fighter-details/2bc47c7cc6c05bd7
1970,KyeungPyo Kim,Redhorse,69.0,71.0,155.0,Orthodox,1992-01-29,6.77,0.46,6.32,0.63,3.87,0.4,1.0,0.0,http://ufcstats.com/fighter-details/5a9f7b5ffebdd6e7
1971,Sangwook Kim,Frogman,72.0,72.0,155.0,Orthodox,1993-10-17,5.57,0.51,7.94,0.48,1.65,0.18,0.66,0.8,http://ufcstats.com/fighter-details/a264d4e9a4d6bfe4
1972,SangWon Kim,No Problem,69.0,69.0,145.0,Orthodox,1993-09-01,3.18,0.5700000000000001,3.73,0.58,0.69,0.25,0.72,0.0,http://ufcstats.com/fighter-details/e9712cad24948ce1
1973,KyuSung Kim,,71.0,69.0,125.0,Orthodox,1992-11-05,1.53,0.53,0.87,0.6900000000000001,0.0,0.0,0.33,0.0,http://ufcstats.com/fighter-details/e7ecfab8fd86d3e1
1974,So Yul Kim,,,,115.0,,1997-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/864c07a7ff90caae
1975,Jeremy Kimball,,72.0,72.0,205.0,Switch,1991-01-03,2.81,0.46,3.84,0.49,1.41,0.2,0.5,0.0,http://ufcstats.com/fighter-details/917a5cb9821df261
1976,Rob Kimmons,The Rosedale Reaper,70.0,73.0,185.0,Orthodox,1981-01-30,1.86,0.48,4.79,0.38,2.08,0.46,0.25,2.4,http://ufcstats.com/fighter-details/054defd5420a551f
1977,Dustin Kimura,The Diamond,67.0,71.0,135.0,Orthodox,1989-05-21,1.33,0.21,3.82,0.51,0.93,0.37,0.5,2.2,http://ufcstats.com/fighter-details/fe91d254db77a7fc
1978,Taiei Kin,,71.0,,185.0,Orthodox,1970-07-08,2.71,0.6,1.33,0.52,0.0,0.0,0.55,0.0,http://ufcstats.com/fighter-details/c7ac79839e86ce33
1979,Mike King,,75.0,,185.0,,1983-08-04,4.44,0.58,1.29,0.72,1.75,0.25,0.4,3.5,http://ufcstats.com/fighter-details/564c2f5f9eb45d67
1980,Kyle Kingsbury,Kingsbu,76.0,79.0,205.0,Orthodox,1982-03-22,2.97,0.4,3.81,0.51,2.64,0.41,0.52,0.0,http://ufcstats.com/fighter-details/b959e8c7fd8390d2
1981,Yusaku Kinoshita,,72.0,71.0,170.0,Southpaw,2000-08-21,4.65,0.5,5.12,0.51,0.0,0.0,0.5,0.0,http://ufcstats.com/fighter-details/21b5c82c1b89dab1
1982,Kamuela Kirk,The Jawaiian,70.0,75.0,155.0,Switch,1994-04-13,3.22,0.5,5.87,0.4,1.5,0.26,0.47,1.2,http://ufcstats.com/fighter-details/c7d7fda69ec410d3
1983,Yurij Kiseliov,Playboy,68.0,,185.0,Orthodox,,4.88,0.87,0.0,0.0,0.0,0.0,0.5,0.0,http://ufcstats.com/fighter-details/51d2aaaca56e5b40
1984,Justine Kish,,65.0,64.0,125.0,Orthodox,1988-04-13,4.51,0.48,4.59,0.5700000000000001,0.87,0.33,0.5,0.1,http://ufcstats.com/fighter-details/928ae2e5b5f7a9ec
1985,Koji Kitao,,79.0,,350.0,Southpaw,1963-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/2a6f8136da1e52c0
1986,Satoru Kitaoka,,66.0,,154.0,,1980-02-04,0.68,0.33,2.15,0.45,0.62,0.1,0.27,2.1,http://ufcstats.com/fighter-details/e2ac5bb645f33088
1987,Top Noi Kiwram,,65.0,67.0,125.0,Southpaw,1992-08-15,4.47,0.59,3.23,0.66,2.72,0.85,0.74,0.0,http://ufcstats.com/fighter-details/e065b4a42a6c2c79
1988,Ludovit Klein,Mr. Highlight,67.0,72.0,155.0,Southpaw,1995-02-22,3.81,0.54,3.22,0.54,1.7,0.51,0.91,0.0,http://ufcstats.com/fighter-details/5b86d491d63890c5
1989,Nick Klein,Blue Collar,73.0,77.0,185.0,Orthodox,1995-09-08,3.22,0.6,3.33,0.47,3.33,0.2,0.66,1.7,http://ufcstats.com/fighter-details/7eaa5e31c2dd86aa
1990,Seth Kleinbeck,Mass Destruction,74.0,,185.0,,1973-07-25,2.55,0.33,2.42,0.4,0.98,0.25,0.9,0.0,http://ufcstats.com/fighter-details/8ad022dd81224f61
1991,Stefan Klever,,,,185.0,Orthodox,,0.82,0.5,3.84,0.58,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/bc3876891e155bb5
1992,Fatima Kline,The Archangel,66.0,67.0,115.0,Orthodox,2000-07-12,2.21,0.47,1.68,0.55,1.84,1.0,0.5,0.0,http://ufcstats.com/fighter-details/745fa7b605f8e2da
1993,Felix Klinkhammer,,72.0,,170.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/8276f28f1ad087de
1994,Drakkar Klose,,69.0,70.0,155.0,Orthodox,1988-03-09,4.33,0.55,3.54,0.5,1.65,0.27,0.6900000000000001,0.0,http://ufcstats.com/fighter-details/7cbf7c78d3b34218
1995,Michael Knaap,Hammer,74.0,,220.0,Orthodox,1984-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/02f0e04acf102ea9
1996,Kevin Knabjian,,70.0,,170.0,Orthodox,1984-07-05,0.0,0.0,15.56,0.22,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/1fac46d466abd5b8
1997,Jason Knight,The Kid,70.0,71.0,145.0,Orthodox,1992-07-14,2.95,0.33,3.02,0.51,1.31,0.31,0.47,1.7,http://ufcstats.com/fighter-details/bb1a2cdad6ff34db
1998,William Knight,Knightmare,70.0,73.0,205.0,Orthodox,1988-04-03,2.62,0.56,3.3,0.35,1.78,0.4,0.48,0.4,http://ufcstats.com/fighter-details/5da33b8fbfa5ee95
1999,Josefine Knutsson,Thunder,63.0,60.0,115.0,Orthodox,1996-01-16,4.24,0.51,2.13,0.54,1.6,0.72,0.35,0.0,http://ufcstats.com/fighter-details/971dba22c622af12
2000,Seokhyeon Ko,The Korean Tyson,70.0,71.0,170.0,Southpaw,1993-09-24,3.6,0.51,3.33,0.5700000000000001,2.0,0.33,0.5,0.0,http://ufcstats.com/fighter-details/4a07b1988477502c
2001,Isao Kobayashi,,68.0,,145.0,,1988-10-28,1.01,0.33,1.66,0.45,2.17,1.0,1.0,0.0,http://ufcstats.com/fighter-details/a02652d063ef5baa
2002,Kelly Kobold,Blood Red,66.0,,135.0,Orthodox,1983-02-25,2.33,0.21,4.11,0.59,1.67,0.11,0.0,0.0,http://ufcstats.com/fighter-details/c398235fcaf8d71d
2003,Erik Koch,Phoenix,70.0,71.0,170.0,Southpaw,1988-10-04,2.33,0.42,2.82,0.47,1.02,0.42,0.81,1.0,http://ufcstats.com/fighter-details/99bd87a300079ed9
2004,Sokun Koh,,73.0,,205.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/6d8ef8706781c49e
2005,Shingo Kohara,,66.0,,135.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/44c233770075cea1
2006,Brad Kohler,,69.0,,220.0,Orthodox,1964-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/13c4313ed0f744f3
2007,Charlie Kohler,,69.0,,155.0,Orthodox,1976-07-16,0.81,0.33,4.31,0.46,0.0,0.0,0.0,4.0,http://ufcstats.com/fighter-details/5717efc6f271cd52
2008,Tsuyoshi Kohsaka,TK,71.0,,225.0,Orthodox,1970-03-06,1.88,0.38,4.41,0.54,1.32,0.2,0.33,0.4,http://ufcstats.com/fighter-details/b76ed59283d3559c
2009,Kaloyan Kolev,,74.0,73.0,205.0,Orthodox,1992-10-17,1.12,0.45,4.49,0.42,10.11,0.6,0.0,0.0,http://ufcstats.com/fighter-details/33de378ce1734638
2010,John Kolosci,,71.0,,185.0,Orthodox,1974-11-26,0.21,0.2,0.85,0.5,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/5f6038bcdb95e3e4
2011,Yuki Kondo,,71.0,,183.0,Southpaw,1975-07-17,1.14,0.42,2.57,0.51,0.76,0.41,0.37,0.5,http://ufcstats.com/fighter-details/1fe7adb23b3eedfb
2012,Syuri Kondo,,64.0,66.0,115.0,Orthodox,1989-02-08,5.4,0.44,7.22,0.58,0.0,0.0,0.8300000000000001,0.3,http://ufcstats.com/fighter-details/a851c35f58199231
2013,Cheick Kongo,,76.0,82.0,240.0,Orthodox,1975-05-17,3.33,0.56,1.28,0.54,2.3,0.56,0.52,0.2,http://ufcstats.com/fighter-details/1eacf73d6a0055dc
